Sample_ID,Word,Language_Indo,Meaning_in_Indonesia,Sentence_in_Indo,Sentence_Clean_Indo,English_Translation_Indo,Category,Language_Malay,Meaning_in_Malay,Sentence_in_Malay,Sentence_Clean_Malay,English_Translation_Malay,False_Friend_Type,Review_Status
FF0190,konkrit langkah,Indonesian / Bahasa Indonesia,concrete (real/tangible) langkah,Kami perlukan langkah yang konkrit.,kami perlukan langkah yang konkrit,We need concrete (real) langkah.,Property & Infrastructure,Malay / Bahasa Malaysia,concrete (building material) langkah,Kontrak minta spesifikasi konkrit langkah.,kontrak minta spesifikasi konkrit langkah,The contract requires concrete langkah specifications,same_form_different_meaning,OK
FF0191,konkrit lantai,Indonesian / Bahasa Indonesia,concrete (real/tangible) lantai,Kami perlukan lantai yang konkrit.,kami perlukan lantai yang konkrit,We need concrete (real) lantai.,Property & Infrastructure,Malay / Bahasa Malaysia,concrete (building material) lantai,Kontrak minta spesifikasi konkrit lantai.,kontrak minta spesifikasi konkrit lantai,The contract requires concrete lantai specifications,same_form_different_meaning,OK
FF0192,konkrit struktur,Indonesian / Bahasa Indonesia,concrete (real/tangible) struktur,Kami perlukan struktur yang konkrit.,kami perlukan struktur yang konkrit,We need concrete (real) struktur.,Property & Infrastructure,Malay / Bahasa Malaysia,concrete (building material) struktur,Kontrak minta spesifikasi konkrit struktur.,kontrak minta spesifikasi konkrit struktur,The contract requires concrete struktur specifications,same_form_different_meaning,OK
FF0193,konkrit tetulang,Indonesian / Bahasa Indonesia,concrete (real/tangible) tetulang,Kami perlukan tetulang yang konkrit.,kami perlukan tetulang yang konkrit,We need concrete (real) tetulang.,Property & Infrastructure,Malay / Bahasa Malaysia,concrete (building material) tetulang,Kontrak minta spesifikasi konkrit tetulang.,kontrak minta spesifikasi konkrit tetulang,The contract requires concrete tetulang specifications,same_form_different_meaning,OK
FF0194,konkrit tiang,Indonesian / Bahasa Indonesia,concrete (real/tangible) tiang,Kami perlukan tiang yang konkrit.,kami perlukan tiang yang konkrit,We need concrete (real) tiang.,Property & Infrastructure,Malay / Bahasa Malaysia,concrete (building material) tiang,Kontrak minta spesifikasi konkrit tiang.,kontrak minta spesifikasi konkrit tiang,The contract requires concrete tiang specifications,same_form_different_meaning,OK
FF0195,kontrol,Indonesian / Bahasa Indonesia,inspection/checkup (medical/quality),Sistem punya kontrol akses yang ketat.,sistem punya kontrol akses yang ketat,The system has strict access control.,Medicine & Healthcare,Malay / Bahasa Malaysia,control (authority/regulation),Doktor buat kontrol susulan minggu depan.,doktor buat kontrol susulan minggu depan,The doctor scheduled a follow-up checkup,same_form_different_meaning,OK
FF0196,kontrol akses,Indonesian / Bahasa Indonesia,checkup/inspection of akses,Sistem melakukan kontrol akses secara automatik.,sistem melakukan kontrol akses secara automatik,The system automatically controls akses.,Information Technology,Malay / Bahasa Malaysia,control/regulation of akses,Pesakit datang untuk kontrol akses.,pesakit datang untuk kontrol akses,The patient came for a akses checkup,same_form_different_meaning,OK
FF0197,kontrol gula darah,Indonesian / Bahasa Indonesia,checkup/inspection of gula darah,Sistem melakukan kontrol gula darah secara automatik.,sistem melakukan kontrol gula darah secara automatik,The system automatically controls gula darah.,Medicine & Healthcare,Malay / Bahasa Malaysia,control/regulation of gula darah,Pesakit datang untuk kontrol gula darah.,pesakit datang untuk kontrol gula darah,The patient came for a gula darah checkup,same_form_different_meaning,OK
FF0198,kontrol inventori,Indonesian / Bahasa Indonesia,checkup/inspection of inventori,Sistem melakukan kontrol inventori secara automatik.,sistem melakukan kontrol inventori secara automatik,The system automatically controls inventori.,Information Technology,Malay / Bahasa Malaysia,control/regulation of inventori,Pesakit datang untuk kontrol inventori.,pesakit datang untuk kontrol inventori,The patient came for a inventori checkup,same_form_different_meaning,OK
FF0199,kontrol jangkitan,Indonesian / Bahasa Indonesia,checkup/inspection of jangkitan,Sistem melakukan kontrol jangkitan secara automatik.,sistem melakukan kontrol jangkitan secara automatik,The system automatically controls jangkitan.,Medicine & Healthcare,Malay / Bahasa Malaysia,control/regulation of jangkitan,Pesakit datang untuk kontrol jangkitan.,pesakit datang untuk kontrol jangkitan,The patient came for a jangkitan checkup,same_form_different_meaning,OK
FF0200,kontrol kehamilan,Indonesian / Bahasa Indonesia,checkup/inspection of kehamilan,Sistem melakukan kontrol kehamilan secara automatik.,sistem melakukan kontrol kehamilan secara automatik,The system automatically controls kehamilan.,Medicine & Healthcare,Malay / Bahasa Malaysia,control/regulation of kehamilan,Pesakit datang untuk kontrol kehamilan.,pesakit datang untuk kontrol kehamilan,The patient came for a kehamilan checkup,same_form_different_meaning,OK
FF0201,kontrol keselamatan,Indonesian / Bahasa Indonesia,checkup/inspection of keselamatan,Sistem melakukan kontrol keselamatan secara automatik.,sistem melakukan kontrol keselamatan secara automatik,The system automatically controls keselamatan.,Information Technology,Malay / Bahasa Malaysia,control/regulation of keselamatan,Pesakit datang untuk kontrol keselamatan.,pesakit datang untuk kontrol keselamatan,The patient came for a keselamatan checkup,same_form_different_meaning,OK
FF0202,kontrol kolesterol,Indonesian / Bahasa Indonesia,checkup/inspection of kolesterol,Sistem melakukan kontrol kolesterol secara automatik.,sistem melakukan kontrol kolesterol secara automatik,The system automatically controls kolesterol.,Information Technology,Malay / Bahasa Malaysia,control/regulation of kolesterol,Pesakit datang untuk kontrol kolesterol.,pesakit datang untuk kontrol kolesterol,The patient came for a kolesterol checkup,same_form_different_meaning,OK
FF0203,kontrol kualiti,Indonesian / Bahasa Indonesia,checkup/inspection of kualiti,Sistem melakukan kontrol kualiti secara automatik.,sistem melakukan kontrol kualiti secara automatik,The system automatically controls kualiti.,Information Technology,Malay / Bahasa Malaysia,control/regulation of kualiti,Pesakit datang untuk kontrol kualiti.,pesakit datang untuk kontrol kualiti,The patient came for a kualiti checkup,same_form_different_meaning,OK
FF0204,kontrol pasca pembedahan,Indonesian / Bahasa Indonesia,checkup/inspection of pasca pembedahan,Sistem melakukan kontrol pasca pembedahan secara automatik.,sistem melakukan kontrol pasca pembedahan secara automatik,The system automatically controls pasca pembedahan.,Medicine & Healthcare,Malay / Bahasa Malaysia,control/regulation of pasca pembedahan,Pesakit datang untuk kontrol pasca pembedahan.,pesakit datang untuk kontrol pasca pembedahan,The patient came for a pasca pembedahan checkup,same_form_different_meaning,OK
FF0205,kontrol pematuhan,Indonesian / Bahasa Indonesia,checkup/inspection of pematuhan,Sistem melakukan kontrol pematuhan secara automatik.,sistem melakukan kontrol pematuhan secara automatik,The system automatically controls pematuhan.,Information Technology,Malay / Bahasa Malaysia,control/regulation of pematuhan,Pesakit datang untuk kontrol pematuhan.,pesakit datang untuk kontrol pematuhan,The patient came for a pematuhan checkup,same_form_different_meaning,OK
FF0206,kontrol risiko,Indonesian / Bahasa Indonesia,checkup/inspection of risiko,Sistem melakukan kontrol risiko secara automatik.,sistem melakukan kontrol risiko secara automatik,The system automatically controls risiko.,Information Technology,Malay / Bahasa Malaysia,control/regulation of risiko,Pesakit datang untuk kontrol risiko.,pesakit datang untuk kontrol risiko,The patient came for a risiko checkup,same_form_different_meaning,OK
FF0207,kontrol suhu,Indonesian / Bahasa Indonesia,checkup/inspection of suhu,Sistem melakukan kontrol suhu secara automatik.,sistem melakukan kontrol suhu secara automatik,The system automatically controls suhu.,Information Technology,Malay / Bahasa Malaysia,control/regulation of suhu,Pesakit datang untuk kontrol suhu.,pesakit datang untuk kontrol suhu,The patient came for a suhu checkup,same_form_different_meaning,OK
FF0208,kontrol tekanan darah,Indonesian / Bahasa Indonesia,checkup/inspection of tekanan darah,Sistem melakukan kontrol tekanan darah secara automatik.,sistem melakukan kontrol tekanan darah secara automatik,The system automatically controls tekanan darah.,Medicine & Healthcare,Malay / Bahasa Malaysia,control/regulation of tekanan darah,Pesakit datang untuk kontrol tekanan darah.,pesakit datang untuk kontrol tekanan darah,The patient came for a tekanan darah checkup,same_form_different_meaning,OK
FF0209,kontrol trafik rangkaian,Indonesian / Bahasa Indonesia,checkup/inspection of trafik rangkaian,Sistem melakukan kontrol trafik rangkaian secara automatik.,sistem melakukan kontrol trafik rangkaian secara automatik,The system automatically controls trafik rangkaian.,Information Technology,Malay / Bahasa Malaysia,control/regulation of trafik rangkaian,Pesakit datang untuk kontrol trafik rangkaian.,pesakit datang untuk kontrol trafik rangkaian,The patient came for a trafik rangkaian checkup,same_form_different_meaning,OK
FF0210,kontrol versi,Indonesian / Bahasa Indonesia,checkup/inspection of versi,Sistem melakukan kontrol versi secara automatik.,sistem melakukan kontrol versi secara automatik,The system automatically controls versi.,Information Technology,Malay / Bahasa Malaysia,control/regulation of versi,Pesakit datang untuk kontrol versi.,pesakit datang untuk kontrol versi,The patient came for a versi checkup,same_form_different_meaning,OK
FF0211,korban,Indonesian / Bahasa Indonesia,Victim/ Casualty,Korban bencana alam meningkat.,korban bencana alam meningkat,Victims of natural disasters are increasing.,General,Malay / Bahasa Malaysia,Sacrifice,Melaksanakan ibadah korban mendapat pahala.,melaksanakan ibadah korban mendapat pahala,Performing the act of sacrifice brings reward.,same_form_different_meaning,OK
FF0212,koroner,Indonesian / Bahasa Indonesia,coronary (adj),Penyakit koroner memerlukan rawatan segera.,penyakit koroner memerlukan rawatan segera,Coronary disease needs urgent treatment.,Medicine & Healthcare,Malay / Bahasa Malaysia,coroner,Koroner itu mengeluarkan laporan siasatan kematian.,koroner itu mengeluarkan laporan siasatan kematian,The coroner issued a death inquiry report,same_form_different_meaning,OK
FF0213,kos,Indonesian / Bahasa Indonesia,lodging/rent,Dia tinggal di kos dekat kampus.,dia tinggal di kos dekat kampus,He lives in rented rooms near campus.,Economy & Finance,Malay / Bahasa Malaysia,cost,Kos projek meningkat 10%.,kos projek meningkat 10,Project cost increased by 10%,same_form_different_meaning,OK
FF0214,kos asrama,Indonesian / Bahasa Indonesia,asrama lodging/rent context,Dia mencari kos asrama dekat kampus.,dia mencari kos asrama dekat kampus,He is looking for asrama lodging near campus.,Property & Infrastructure,Malay / Bahasa Malaysia,asrama cost/expense,Kos asrama meningkat tahun ini.,kos asrama meningkat tahun ini,The asrama cost increased this year,same_form_different_meaning,OK
FF0215,kos bilik,Indonesian / Bahasa Indonesia,bilik lodging/rent context,Dia mencari kos bilik dekat kampus.,dia mencari kos bilik dekat kampus,He is looking for bilik lodging near campus.,Property & Infrastructure,Malay / Bahasa Malaysia,bilik cost/expense,Kos bilik meningkat tahun ini.,kos bilik meningkat tahun ini,The bilik cost increased this year,same_form_different_meaning,OK
FF0216,kos bulanan,Indonesian / Bahasa Indonesia,bulanan lodging/rent context,Dia mencari kos bulanan dekat kampus.,dia mencari kos bulanan dekat kampus,He is looking for bulanan lodging near campus.,Property & Infrastructure,Malay / Bahasa Malaysia,bulanan cost/expense,Kos bulanan meningkat tahun ini.,kos bulanan meningkat tahun ini,The bulanan cost increased this year,same_form_different_meaning,OK
FF0217,kos insurans,Indonesian / Bahasa Indonesia,insurans lodging/rent context,Dia mencari kos insurans dekat kampus.,dia mencari kos insurans dekat kampus,He is looking for insurans lodging near campus.,Economy & Finance,Malay / Bahasa Malaysia,insurans cost/expense,Kos insurans meningkat tahun ini.,kos insurans meningkat tahun ini,The insurans cost increased this year,same_form_different_meaning,OK
FF0218,kos logistik,Indonesian / Bahasa Indonesia,logistik lodging/rent context,Dia mencari kos logistik dekat kampus.,dia mencari kos logistik dekat kampus,He is looking for logistik lodging near campus.,Economy & Finance,Malay / Bahasa Malaysia,logistik cost/expense,Kos logistik meningkat tahun ini.,kos logistik meningkat tahun ini,The logistik cost increased this year,same_form_different_meaning,OK
FF0219,kos operasi,Indonesian / Bahasa Indonesia,operasi lodging/rent context,Dia mencari kos operasi dekat kampus.,dia mencari kos operasi dekat kampus,He is looking for operasi lodging near campus.,Economy & Finance,Malay / Bahasa Malaysia,operasi cost/expense,Kos operasi meningkat tahun ini.,kos operasi meningkat tahun ini,The operasi cost increased this year,same_form_different_meaning,OK
FF0220,kos pengangkutan,Indonesian / Bahasa Indonesia,pengangkutan lodging/rent context,Dia mencari kos pengangkutan dekat kampus.,dia mencari kos pengangkutan dekat kampus,He is looking for pengangkutan lodging near campus.,Economy & Finance,Malay / Bahasa Malaysia,pengangkutan cost/expense,Kos pengangkutan meningkat tahun ini.,kos pengangkutan meningkat tahun ini,The pengangkutan cost increased this year,same_form_different_meaning,OK
FF0221,kos penyelenggaraan,Indonesian / Bahasa Indonesia,penyelenggaraan lodging/rent context,Dia mencari kos penyelenggaraan dekat kampus.,dia mencari kos penyelenggaraan dekat kampus,He is looking for penyelenggaraan lodging near campus.,Economy & Finance,Malay / Bahasa Malaysia,penyelenggaraan cost/expense,Kos penyelenggaraan meningkat tahun ini.,kos penyelenggaraan meningkat tahun ini,The penyelenggaraan cost increased this year,same_form_different_meaning,OK
FF0222,kos projek,Indonesian / Bahasa Indonesia,projek lodging/rent context,Dia mencari kos projek dekat kampus.,dia mencari kos projek dekat kampus,He is looking for projek lodging near campus.,Economy & Finance,Malay / Bahasa Malaysia,projek cost/expense,Kos projek meningkat tahun ini.,kos projek meningkat tahun ini,The projek cost increased this year,same_form_different_meaning,OK
FF0223,kos rawatan,Indonesian / Bahasa Indonesia,rawatan lodging/rent context,Dia mencari kos rawatan dekat kampus.,dia mencari kos rawatan dekat kampus,He is looking for rawatan lodging near campus.,Economy & Finance,Malay / Bahasa Malaysia,rawatan cost/expense,Kos rawatan meningkat tahun ini.,kos rawatan meningkat tahun ini,The rawatan cost increased this year,same_form_different_meaning,OK
FF0224,kos sewa,Indonesian / Bahasa Indonesia,sewa lodging/rent context,Dia mencari kos sewa dekat kampus.,dia mencari kos sewa dekat kampus,He is looking for sewa lodging near campus.,Property & Infrastructure,Malay / Bahasa Malaysia,sewa cost/expense,Kos sewa meningkat tahun ini.,kos sewa meningkat tahun ini,The sewa cost increased this year,same_form_different_meaning,OK
